"PVWatts Hourly PV Performance Data"
"Requested Location","symlar"
"Location","Lat, Lng: 34.33, -118.46"
"Latitude (DD)","34.33"
"Longitude (DD)","-118.46"
"Elevation (m)","655.79998779297"
"DC System Size (kW)","4000"
"Module Type","Standard"
"Array Type","Fixed (open rack)"
"Array Tilt (deg)","20"
"Array Azimuth (deg)","180"
"System Losses (%)","14.08"
"DC to AC Size Ratio","1.2"
"Inverter Efficiency (%)","96"
"Ground Coverage Ratio","NA"
"Albedo","From weather file"
"Bifacial","No (0)"
"Monthly Irradiance Loss (%)",""
"","Jan","0"
"","Feb","0"
"","Mar","0"
"","Apr","0"
"","May","0"
"","June","0"
"","July","0"
"","Aug","0"
"","Sept","0"
"","Oct","0"
"","Nov","0"
"","Dec","0"

"Month","Day","Hour","Beam Irradiance (W/m2)","Diffuse Irradiance (W/m2)","Ambient Temperature (C)","Wind Speed (m/s)","Albedo","Plane of Array Irradiance (W/m2)","Cell Temperature (C)","DC Array Output (W)","AC System Output (W)"
"7","28","10","902","116","33","1.9","0.11","956.876","56.711","2841449.217","2724911.124"
"7","28","11","913","120","34","2.2","0.11","1027.692","57.963","3024104.286","2901093.997"
"7","28","12","910","122","34","2.4","0.11","1027.039","57.051","3033987.006","2910626.533"
"7","28","13","909","111","34","2.6","0.11","959.496","54.773","2873229.27","2755565.083"
"7","28","14","876","107","33","2.6","0.11","820.042","50.779","2514436.358","2409485.631"
"7","28","15","821","101","32","2.5","0.11","630.798","45.96","1989705.918","1903348.476"
"7","28","16","730","88","31","2.3","0.11","404.661","40.271","1284320.744","1222957.903"
"7","28","17","565","67","28","1.6","0.11","175.914","32.446","481811.755","448884.999"
"7","28","18","220","26","25","1.1","0.11","19.996","25.572","52348.334","34639.174"
"7","28","19","0","0","23","1","0.11","0","23","0","0"
"7","28","20","0","0","22","0.8","0.11","0","22","0","0"
"7","28","21","0","0","21","0.6","0.11","0","21","0","0"
"7","28","22","0","0","20","0.6","0.11","0","20","0","0"
"7","28","23","0","0","20","0.6","0.11","0","20","0","0"
"7","29","0","0","0","20","0.7","0.11","0","20","0","0"
"7","29","1","0","0","20","0.8","0.11","0","20","0","0"
"7","29","2","0","0","19","0.9","0.11","0","19","0","0"
"7","29","3","0","0","19","1.2","0.11","0","19","0","0"
"7","29","4","0","0","19","1.7","0.11","0","19","0","0"
"7","29","5","217","26","20","2.2","0.11","20.193","20.451","52812.874","35087.253"
"7","29","6","565","65","22","2.2","0.11","172.22","25.838","481871.932","448943.043"
"7","29","7","751","79","24","2.1","0.11","402.843","33.593","1312665.629","1250298.416"
"7","29","8","833","92","26","2.1","0.11","626.582","40.969","2018476.436","1931099.541"
"7","29","9","881","101","29","2.2","0.11","816.765","48.087","2533634.272","2428003.286"
"7","29","10","905","109","31","2.2","0.11","953.101","53.24","2873437.196","2755765.641"
"7","29","11","917","112","32","2.2","0.11","1024.2","55.883","3041928.493","2918286.621"
"7","29","12","916","114","33","2.2","0.11","1025.51","56.913","3032092.565","2908799.22"
"7","29","13","890","119","33","2.3","0.11","949.971","54.743","2844973.035","2728310.079"
"7","29","14","859","115","33","2.4","0.11","814.201","51.312","2490525.675","2386422.198"
"7","29","15","806","106","32","2.3","0.11","626.015","46.382","1970788.213","1885101.101"
"7","29","16","745","83","31","2.2","0.11","405.911","40.48","1287134.966","1225672.406"
"7","29","17","588","62","28","1.6","0.11","175.392","32.421","476287.403","443556.397"
"7","29","18","241","25","25","1.1","0.11","19.185","25.546","49174.008","31577.327"
"7","29","19","0","0","23","1.1","0.11","0","23","0","0"
"7","29","20","0","0","21","0.9","0.11","0","21","0","0"
"7","29","21","0","0","21","0.7","0.11","0","21","0","0"
"7","29","22","0","0","20","0.7","0.11","0","20","0","0"
"7","29","23","0","0","20","0.7","0.11","0","20","0","0"
"7","30","0","0","0","19","0.8","0.11","0","19","0","0"
"7","30","1","0","0","19","0.9","0.11","0","19","0","0"
"7","30","2","0","0","18","1","0.11","0","18","0","0"
"7","30","3","0","0","18","1","0.11","0","18","0","0"
"7","30","4","0","0","18","1.3","0.11","0","18","0","0"
"7","30","5","222","25","20","1.9","0.11","19.361","20.456","49433.913","31828.023"
"7","30","6","571","65","22","2.2","0.11","173.126","25.856","483796.728","450799.636"
"7","30","7","739","85","25","2.1","0.11","403.384","34.606","1309197.683","1246953.354"
"7","30","8","819","100","28","2","0.11","626.71","43.274","1999430.713","1912728.683"
"7","30","9","866","112","30","2","0.11","815.733","49.833","2511371.498","2406529.37"
"7","30","10","876","129","31","2.1","0.11","946.194","53.514","2848180.299","2731403.697"
"7","30","11","887","134","32","2.4","0.11","1016.431","54.811","3031644.083","2908366.63"
"7","30","12","884","136","33","2.7","0.11","1015.673","54.582","3032213.504","2908915.874"
"7","30","13","897","115","33","2.9","0.11","952.769","52.568","2880276.17","2762362.283"
"7","30","14","865","111","32","2.9","0.11","815.159","48.765","2520792.826","2415616.864"
"7","30","15","810","103","31","2.7","0.11","625.414","44.35","1986023.923","1899796.949"
"7","30","16","730","86","30","2.4","0.11","401.938","39.035","1281815.706","1220541.628"
"7","30","17","568","64","27","1.8","0.11","172.737","31.174","472747.031","440141.474"
"7","30","18","220","25","24","1.2","0.11","19.33","24.533","48640.227","31062.461"
"7","30","19","0","0","22","1.1","0.11","0","22","0","0"
"7","30","20","0","0","20","0.9","0.11","0","20","0","0"
"7","30","21","0","0","20","0.7","0.11","0","20","0","0"
"7","30","22","0","0","19","0.5","0.11","0","19","0","0"
"7","30","23","0","0","19","0.3","0.11","0","19","0","0"
"7","31","0","0","0","18","0.3","0.11","0","18","0","0"
"7","31","1","0","0","18","0.4","0.11","0","18","0","0"
"7","31","2","0","0","18","0.5","0.11","0","18","0","0"
"7","31","3","0","0","17","0.6","0.11","0","17","0","0"
"7","31","4","0","0","17","0.6","0.11","0","17","0","0"
"7","31","5","194","25","19","0.6","0.11","19.02","19.606","47460.258","29924.302"
"7","31","6","543","69","21","0.6","0.11","171.078","26.544","479720.373","446867.722"
"7","31","7","691","99","24","0.5","0.11","395.363","37.793","1266266.122","1205543.029"
"7","31","8","783","116","27","0.8","0.11","619.677","46.943","1945781.766","1860980.731"
"7","31","9","837","127","30","1.3","0.11","810.605","52.958","2461617.975","2358538.813"
"7","31","10","868","134","31","1.9","0.11","944.005","54.389","2830872.749","2714709.422"
"7","31","11","879","139","32","2.4","0.11","1013.771","54.751","3024404.138","2901383.224"
"7","31","12","873","143","33","2.8","0.11","1011.91","54.126","3026674.218","2903572.867"
"7","31","13","824","160","32","3","0.11","935.024","50.873","2843787.424","2727166.479"
"7","31","14","782","156","31","2.9","0.11","795.754","47.359","2471664.028","2368228.894"
"7","31","15","716","144","30","2.5","0.11","605.657","43.397","1926924.26","1842791.422"
"7","31","16","743","85","31","3.4","0.12","406.185","38.691","1297287.391","1235465.091"
"7","31","17","582","64","29","2.4","0.12","174.996","32.75","474592.514","441921.564"
"7","31","18","216","25","26","1.3","0.12","19.494","26.519","47113.167","29589.51"
"7","31","19","0","0","24","0.9","0.12","0","24","0","0"
"7","31","20","0","0","22","0.5","0.12","0","22","0","0"
"7","31","21","0","0","22","0.2","0.12","0","22","0","0"
"7","31","22","0","0","21","0.3","0.12","0","21","0","0"
"7","31","23","0","0","21","0.6","0.12","0","21","0","0"
"8","1","0","0","0","20","0.7","0.12","0","20","0","0"
"8","1","1","0","0","20","0.8","0.12","0","20","0","0"
"8","1","2","0","0","20","0.9","0.12","0","20","0","0"
"8","1","3","0","0","19","0.8","0.12","0","19","0","0"
"8","1","4","0","0","19","0.8","0.12","0","19","0","0"
"8","1","5","191","24","21","1","0.12","18.265","21.517","43623.093","26223.103"
"8","1","6","557","67","24","0.8","0.12","171.746","29.261","474120.53","441466.305"
"8","1","7","721","91","27","0.7","0.12","400.48","40.204","1270191.777","1209329.582"
"8","1","8","813","106","30","1.3","0.12","629.146","47.863","1969197.244","1883566.506"
"8","1","9","866","116","31","1.9","0.12","820.305","51.356","2509200.538","2404435.337"
"8","1","10","909","115","32","2.4","0.12","964.016","53.653","2900746.958","2782107.71"
"8","1","11","922","119","33","2.8","0.12","1037.476","54.664","3096583.026","2971004.527"
"8","1","12","922","120","33","3.1","0.12","1038.626","53.611","3113793.201","2987604.877"
"8","1","13","910","118","33","3.4","0.12","968.377","51.32","2942321.455","2822209.057"
"8","1","14","883","112","32","3.4","0.12","830.816","47.741","2580310.68","2473025.763"
"8","1","15","834","102","31","3.3","0.12","639.381","43.337","2039844.49","1951710.439"
"8","1","16","749","87","30","3","0.12","410.213","38.29","1312459.913","1250099.99"
"8","1","17","584","65","27","2.2","0.12","175.735","30.912","480179.547","447310.626"
"8","1","18","207","24","24","1.4","0.12","18.685","24.48","43777.093","26371.647"
"8","1","19","0","0","22","0.9","0.12","0","22","0","0"
"8","1","20","0","0","21","0.5","0.12","0","21","0","0"
"8","1","21","0","0","20","0.4","0.12","0","20","0","0"
"8","1","22","0","0","20","0.5","0.12","0","20","0","0"
"8","1","23","0","0","20","0.7","0.12","0","20","0","0"
"8","2","0","0","0","19","1","0.12","0","19","0","0"
"8","2","1","0","0","19","1.2","0.12","0","19","0","0"
"8","2","2","0","0","19","1.3","0.12","0","19","0","0"
"8","2","3","0","0","18","1.2","0.12","0","18","0","0"
"8","2","4","0","0","18","1.3","0.12","0","18","0","0"
"8","2","5","215","23","20","1.6","0.12","17.829","20.432","41122.043","23810.675"
"8","2","6","599","61","23","1.4","0.12","174.132","27.579","478721.162","445903.918"
"8","2","7","760","82","26","0.6","0.12","409.19","39.872","1300175.859","1238251.209"
"8","2","8","844","96","29","0.5","0.12","637.877","51.326","1968923.663","1883302.619"
"8","2","9","890","106","31","1.1","0.12","830.115","55.681","2493667.167","2389452.374"
"8","2","10","913","114","32","1.6","0.12","967.118","57.55","2861931.466","2744667.605"
"8","2","11","920","120","32","2","0.12","1036.878","57.157","3061978.783","2937626.45"
"8","2","12","914","123","33","2.4","0.12","1033.965","56.207","3065828.446","2941339.705"
"8","2","13","909","114","32","2.8","0.12","963.645","52.137","2918589.305","2799317.832"
"8","2","14","877","110","31","3.2","0.12","823.907","47.119","2565930.43","2459155.063"
"8","2","15","823","102","30","3.2","0.12","632.043","42.395","2024262.162","1936680.255"
"8","2","16","731","89","29","3","0.12","403.882","37.161","1297617.051","1235783.07"
"8","2","17","562","66","26","2.2","0.12","171.726","29.826","472007.467","439428.116"
"8","2","18","185","23","23","1.3","0.12","17.52","23.453","39426.773","22175.476"
"8","2","19","0","0","21","0.9","0.12","0","21","0","0"
"8","2","20","0","0","20","0.5","0.12","0","20","0","0"
"8","2","21","0","0","20","0.4","0.12","0","20","0","0"
"8","2","22","0","0","19","0.5","0.12","0","19","0","0"
"8","2","23","0","0","19","0.7","0.12","0","19","0","0"
"8","3","0","0","0","19","0.8","0.12","0","19","0","0"
"8","3","1","0","0","19","0.8","0.12","0","19","0","0"
"8","3","2","0","0","18","0.8","0.12","0","18","0","0"
"8","3","3","0","0","18","0.8","0.12","0","18","0","0"
"8","3","4","0","0","18","0.7","0.12","0","18","0","0"
"8","3","5","191","22","19","0.8","0.12","16.994","19.498","38944.96","21710.735"
"8","3","6","570","63","23","0.7","0.12","170.096","28.341","467957.191","435521.357"
"8","3","7","736","86","26","0.8","0.12","402.721","38.923","1284318.293","1222955.539"
"8","3","8","824","101","29","1.4","0.12","631.429","46.517","1988425.571","1902113.497"
"8","3","9","873","111","30","1.9","0.12","821.581","50.39","2524146.637","2418851.835"
"8","3","10","906","115","31","2.4","0.12","961.972","52.608","2907910.915","2789017.819"
"8","3","11","915","121","32","2.8","0.12","1033.295","53.577","3098840.14","2973181.662"
"8","3","12","910","124","33","3","0.12","1031.289","53.81","3089656.851","2964323.775"
"8","3","13","900","117","33","3.1","0.12","958.369","52.032","2904084.422","2785326.914"
"8","3","14","868","113","32","3.1","0.12","819.474","48.298","2539724.869","2433878.069"
"8","3","15","814","103","31","2.9","0.12","626.949","43.926","1995386.097","1908827.383"
"8","3","16","723","89","30","2.5","0.12","399.079","38.805","1273036.602","1212073.603"
"8","3","17","554","65","28","1.7","0.12","168.587","32.158","457752.559","425678.316"
"8","3","18","178","22","25","1.1","0.12","16.768","25.455","37269.412","20094.558"
"8","3","19","0","0","23","0.7","0.12","0","23","0","0"
"8","3","20","0","0","21","0.3","0.12","0","21","0","0"
"8","3","21","0","0","21","0.4","0.12","0","21","0","0"
"8","3","22","0","0","20","0.7","0.12","0","20","0","0"
"8","3","23","0","0","20","0.9","0.12","0","20","0","0"
"8","4","0","0","0","20","1.1","0.12","0","20","0","0"
"8","4","1","0","0","19","1.2","0.12","0","19","0","0"
"8","4","2","0","0","19","1.3","0.12","0","19","0","0"
"8","4","3","0","0","18","1.3","0.12","0","18","0","0"
"8","4","4","0","0","18","1.4","0.12","0","18","0","0"
"8","4","5","168","22","20","2.1","0.12","16.781","20.365","38268.397","21058.145"
"8","4","6","535","68","23","2.3","0.12","167.757","26.671","468739.485","436275.931"
"8","4","7","698","95","27","1.6","0.12","394.35","37.426","1264990.494","1204312.601"
"8","4","8","786","114","30","0.9","0.12","620.249","49.444","1928067.661","1843894.308"
"8","4","9","837","126","33","0.4","0.12","810.95","62.157","2366543.449","2266833.155"
"8","4","10","855","141","34","0.6","0.12","940.415","65.854","2681647.666","2570771.977"
"8","4","11","866","147","34","1.3","0.12","1010.432","62.557","2913764.593","2794664.079"
"8","4","12","861","150","35","1.8","0.12","1008.282","60.49","2934120.954","2814299.133"
"8","4","13","867","132","34","2.2","0.12","942.541","55.992","2807932.943","2692582.464"
"8","4","14","828","129","34","2.3","0.12","806.243","52.479","2453943.841","2351136.604"
"8","4","15","766","120","33","2.2","0.12","612.814","47.353","1921167.743","1837238.881"
"8","4","16","649","108","31","2","0.12","385.27","40.361","1220205.439","1161114.459"
"8","4","17","469","77","29","1.5","0.12","162.745","33.225","449246.501","417473.661"
"8","4","18","117","22","26","0.9","0.12","16.824","26.481","37205.874","20033.272"
"8","4","19","0","0","24","0.7","0.12","0","24","0","0"
"8","4","20","0","0","23","0.7","0.12","0","23","0","0"
"8","4","21","0","0","23","0.8","0.12","0","23","0","0"
"8","4","22","0","0","23","0.8","0.12","0","23","0","0"
"8","4","23","0","0","22","0.9","0.12","0","22","0","0"
"8","5","0","0","0","22","1","0.12","0","22","0","0"
"8","5","1","0","0","21","1.1","0.12","0","21","0","0"
"8","5","2","0","0","21","1.1","0.12","0","21","0","0"
"8","5","3","0","0","21","1.1","0.12","0","21","0","0"
"8","5","4","0","0","21","1.4","0.12","0","21","0","0"
"8","5","5","96","22","22","2","0.12","16.825","22.374","37992.045","20791.586"
"8","5","6","441","81","24","2.2","0.12","160.246","27.603","456316.098","424292.754"
"8","5","7","620","114","27","1.9","0.12","379.285","36.407","1221037.543","1161917.078"
"8","5","8","723","134","30","1.8","0.12","600.197","45.24","1896584.839","1813527.047"
"8","5","9","781","148","32","2.2","0.12","787.877","50.406","2417705.537","2316182.367"
"8","5","10","848","135","33","2.4","0.12","928.436","53.851","2791687.065","2676912.243"
"8","5","11","852","146","34","2.6","0.12","995.946","55.544","2962105.092","2841291.682"
"8","5","12","835","157","34","2.7","0.12","997.012","55.182","2968504.727","2847464.551"
"8","5","13","818","153","33","2.6","0.12","923.543","52.989","2785595.996","2671037.005"
"8","5","14","768","153","33","2.3","0.12","781.454","50.907","2392674.646","2292038.42"
"8","5","15","698","142","32","2","0.12","591.105","46.401","1857968.209","1776278.758"
"8","5","16","93","194","31","1.8","0.12","221.028","36.601","701148.501","660449.771"
"8","5","17","0","25","30","1.4","0.12","23.149","30.642","68733.108","50443.37"
"8","5","18","0","12","28","1","0.12","11.108","28.309","23796.222","7098.777"
"8","5","19","0","0","26","0.8","0.12","0","26","0","0"
"8","5","20","0","0","25","0.6","0.12","0","25","0","0"
"8","5","21","0","0","24","0.5","0.12","0","24","0","0"
"8","5","22","0","0","24","0.3","0.12","0","24","0","0"
"8","5","23","0","0","24","0.2","0.12","0","24","0","0"
"8","6","0","0","0","24","0.4","0.12","0","24","0","0"
"8","6","1","0","0","23","0.5","0.12","0","23","0","0"
"8","6","2","0","0","23","0.6","0.12","0","23","0","0"
"8","6","3","0","0","23","0.6","0.12","0","23","0","0"
"8","6","4","0","0","23","0.8","0.12","0","23","0","0"
"8","6","5","79","21","24","1.3","0.12","17.191","24.445","38461.163","21244.081"
"8","6","6","406","84","26","1.6","0.12","156.061","29.982","443100.908","411545.831"
"8","6","7","526","141","29","1.9","0.12","362.901","38.001","1159903.758","1102949.505"
"8","6","8","642","168","31","2.3","0.12","582.005","44.363","1842301.661","1761167.338"
"8","6","9","709","186","32","2.5","0.12","769.488","48.979","2372335.806","2272420.266"
"8","6","10","794","166","33","2.7","0.12","915.115","52.454","2765714.064","2651859.568"
"8","6","11","796","181","34","3","0.12","982.824","53.823","2942143.653","2822037.555"
"8","6","12","791","185","34","3","0.12","981.535","53.796","2938406.895","2818433.206"
"8","6","13","770","183","33","2.9","0.12","908.733","51.654","2754694.258","2641230.237"
"8","6","14","725","177","33","2.8","0.12","772.272","49.151","2380207.205","2280012.75"
"8","6","15","657","160","32","2.6","0.12","582.31","44.648","1842082.838","1760956.269"
"8","6","16","520","143","30","2.3","0.12","360.761","38.264","1151016.633","1094377.288"
"8","6","17","324","97","29","1.8","0.12","150.843","32.714","432975.988","401779.677"
"8","6","18","0","13","27","1.2","0.12","12.038","27.319","26040.117","9263.162"
"8","6","19","0","0","25","1.1","0.12","0","25","0","0"
"8","6","20","0","0","24","0.8","0.12","0","24","0","0"
"8","6","21","0","0","24","0.5","0.12","0","24","0","0"
"8","6","22","0","0","23","0.3","0.12","0","23","0","0"
"8","6","23","0","0","23","0.3","0.12","0","23","0","0"
"8","7","0","0","0","23","0.3","0.12","0","23","0","0"
"8","7","1","0","0","23","0.4","0.12","0","23","0","0"
"8","7","2","0","0","22","0.6","0.12","0","22","0","0"
"8","7","3","0","0","22","0.7","0.12","0","22","0","0"
"8","7","4","0","0","22","0.7","0.12","0","22","0","0"
"8","7","5","75","20","23","1.1","0.12","16.405","23.445","36799.805","19641.592"
"8","7","6","404","84","25","1.2","0.12","155.586","29.354","442889.742","411342.147"
"8","7","7","587","121","28","1.1","0.12","371.948","39.052","1184215.473","1126399.761"
"8","7","8","688","146","30","1.4","0.12","590.14","46.364","1855015.447","1773430.625"
"8","7","9","745","165","31","1.9","0.12","778.061","50.3","2387482.249","2287030.01"
"8","7","10","832","141","32","2.5","0.12","920.146","52.285","2785372.034","2670820.978"
"8","7","11","846","145","33","3","0.12","989.751","52.969","2976890.593","2855553.273"
"8","7","12","847","146","34","3.4","0.12","991.315","52.739","2984431.15","2862826.638"
"8","7","13","844","134","33","3.7","0.12","923.286","49.678","2826341.393","2710338.63"
"8","7","14","811","128","33","3.8","0.12","791.005","47.097","2463478.139","2360333.064"
"8","7","15","753","117","32","3.7","0.12","600.329","42.886","1917841.986","1834030.969"
"8","7","16","644","103","30","3.5","0.12","376.57","37.018","1207922","1149266.271"
"8","7","17","453","74","28","3.2","0.12","155.108","30.908","429683.137","398603.505"
"8","7","18","98","19","25","2.7","0.12","14.561","25.283","32153.319","15159.749"
"8","7","19","0","0","23","1.9","0.12","0","23","0","0"
"8","7","20","0","0","22","0.9","0.12","0","22","0","0"
"8","7","21","0","0","22","0.3","0.12","0","22","0","0"
"8","7","22","0","0","22","0.3","0.12","0","22","0","0"
"8","7","23","0","0","21","0.4","0.12","0","21","0","0"
"8","8","0","0","0","21","0.5","0.12","0","21","0","0"
"8","8","1","0","0","21","0.6","0.12","0","21","0","0"
"8","8","2","0","0","21","0.7","0.12","0","21","0","0"
"8","8","3","0","0","20","0.7","0.12","0","20","0","0"
"8","8","4","0","0","20","0.6","0.12","0","20","0","0"
"8","8","5","127","19","22","0.6","0.12","14.521","22.45","32530.095","15523.174"
"8","8","6","505","67","24","0.4","0.12","160.42","29.508","442637.329","411098.679"
"8","8","7","680","93","27","0.5","0.12","384.739","40.424","1218651.506","1159615.588"
"8","8","8","772","111","30","1","0.12","609.066","48.612","1900583.62","1817384.136"
"8","8","9","823","124","32","1.6","0.12","798.919","53.136","2425942.204","2324127.176"
"8","8","10","843","138","33","2.2","0.12","927.835","54.649","2780773.886","2666385.761"
"8","8","11","852","145","34","2.7","0.12","996.065","55.166","2967930.916","2846911.073"
"8","8","12","503","402","34","3.1","0.12","914.775","52.112","2743256.238","2630197.513"
"8","8","13","826","149","33","3.3","0.12","927.18","50.819","2823275.636","2707381.505"
"8","8","14","790","143","32","3.4","0.12","788.83","46.943","2457347.021","2354419.195"
"8","8","15","731","129","31","3.3","0.12","598.028","42.538","1912415.213","1828796.488"
"8","8","16","631","108","30","3.1","0.12","375.252","37.456","1201296.351","1142875.395"
"8","8","17","449","75","28","2.9","0.12","153.487","31.024","424326.974","393437.132"
"8","8","18","88","18","25","2.8","0.12","13.804","25.264","30400.193","13468.743"
"8","8","19","0","0","23","2.5","0.12","0","23","0","0"
"8","8","20","0","0","22","1.9","0.12","0","22","0","0"
"8","8","21","0","0","21","1","0.12","0","21","0","0"
"8","8","22","0","0","21","0.4","0.12","0","21","0","0"
"8","8","23","0","0","21","0.3","0.12","0","21","0","0"
"8","9","0","0","0","21","0.2","0.12","0","21","0","0"
"8","9","1","0","0","21","0.1","0.12","0","21","0","0"
"8","9","2","0","0","20","0.1","0.12","0","20","0","0"
"8","9","3","0","0","20","0","0.12","0","20","0","0"
"8","9","4","0","0","20","0","0.12","0","20","0","0"
"8","9","5","78","19","21","0.1","0.12","15.604","21.563","35244.591","18141.485"
"8","9","6","435","79","23","0.2","0.12","156.859","28.768","443091.743","411536.991"
"8","9","7","623","112","26","0.5","0.12","378.849","39.22","1205974.568","1147387.844"
"8","9","8","727","133","29","0.6","0.12","602.669","49.491","1871743.658","1789566.088"
"8","9","9","787","147","31","0.9","0.12","793.122","55.802","2379311.606","2279148.885"
"8","9","10","842","141","32","1.4","0.12","930.203","57.704","2751320.143","2637975.681"
"8","9","11","849","150","32","2.1","0.12","998.283","55.738","2967010.221","2846023.002"
"8","9","12","840","155","33","2.5","0.12","1001.016","55.051","2982969.295","2861416.583"
"8","9","13","857","129","32","2.7","0.12","930.425","51.788","2823791.237","2707878.836"
"8","9","14","819","125","32","2.8","0.12","793.931","48.615","2457882.813","2354936.002"
"8","9","15","757","116","31","2.7","0.12","600.851","43.828","1912844.004","1829210.086"
"8","9","16","634","105","30","2.7","0.12","372.948","37.935","1191079.547","1133020.612"
"8","9","17","449","73","27","2.6","0.12","152.141","30.158","421026.147","390253.267"
"8","9","18","83","17","25","2.7","0.12","13.047","25.254","28647.183","11777.849"
"8","9","19","0","0","23","2.6","0.12","0","23","0","0"
"8","9","20","0","0","21","2.2","0.12","0","21","0","0"
"8","9","21","0","0","21","1.7","0.12","0","21","0","0"
"8","9","22","0","0","20","1.2","0.12","0","20","0","0"
"8","9","23","0","0","20","0.6","0.12","0","20","0","0"
"8","10","0","0","0","20","0.3","0.12","0","20","0","0"
"8","10","1","0","0","20","0.4","0.12","0","20","0","0"
"8","10","2","0","0","19","0.5","0.12","0","19","0","0"
"8","10","3","0","0","19","0.5","0.12","0","19","0","0"
"8","10","4","0","0","19","0.4","0.12","0","19","0","0"
"8","10","5","104","18","20","0.2","0.12","13.789","20.482","31115.469","14158.674"
"8","10","6","476","71","22","0.6","0.12","158.429","27.145","444734.489","413121.528"
"8","10","7","656","101","25","1.3","0.12","382.39","35.826","1234571.098","1174971.085"
"8","10","8","755","120","28","1.7","0.12","607.556","43.765","1934219.775","1849828.428"
"8","10","9","813","132","31","1.8","0.12","799.57","51.26","2447126.383","2344560.716"
"8","10","10","872","123","32","1.9","0.12","940.807","55.316","2812807.815","2697284.6"
"8","10","11","884","128","33","2.2","0.12","1011.846","56.597","2997508.685","2875440.784"
"8","10","12","880","130","33","2.5","0.12","1009.011","55.233","3006778.755","2884382.378"
"8","10","13","858","133","33","2.9","0.12","935.228","52.209","2833156.218","2716911.978"
"8","10","14","825","126","32","3.1","0.12","799.465","47.901","2482641.602","2378817.489"
"8","10","15","771","113","31","3.1","0.12","606.158","43.086","1936485.09","1852013.474"
"8","10","16","662","99","29","3","0.12","378.188","36.639","1214194.02","1155316.048"
"8","10","17","486","68","27","2.2","0.12","153.566","30.42","418933.619","388234.885"
"8","10","18","98","16","24","1.4","0.12","12.287","24.311","27026.685","10214.771"
"8","10","19","0","0","22","1.1","0.12","0","22","0","0"
"8","10","20","0","0","21","0.8","0.12","0","21","0","0"
"8","10","21","0","0","20","0.6","0.12","0","20","0","0"
"8","10","22","0","0","20","0.6","0.12","0","20","0","0"
"8","10","23","0","0","19","0.6","0.12","0","19","0","0"
"8","11","0","0","0","19","0.7","0.12","0","19","0","0"
"8","11","1","0","0","19","0.7","0.12","0","19","0","0"
"8","11","2","0","0","18","0.7","0.12","0","18","0","0"
"8","11","3","0","0","18","0.7","0.12","0","18","0","0"
"8","11","4","0","0","18","0.7","0.12","0","18","0","0"
"8","11","5","152","17","19","1.2","0.12","13.156","19.349","29786.533","12876.827"
"8","11","6","568","59","22","2","0.12","164.659","25.8","453457.702","421535.642"
"8","11","7","745","81","25","2.4","0.12","401.588","34.028","1307240.206","1245065.238"
"8","11","8","835","95","28","2.3","0.12","633.883","42.57","2031391.535","1943557.006"
"8","11","9","886","105","30","2","0.12","828.524","50.151","2550230.204","2444011.158"
"8","11","10","909","115","32","1.9","0.12","967.677","55.985","2884777.052","2766703.681"
"8","11","11","921","118","33","2","0.12","1038.998","58.214","3056146.744","2932001.064"
"8","11","12","919","119","33","2.4","0.12","1036.971","56.28","3075965.906","2951117.954"
"8","11","13","915","111","33","2.7","0.12","966.217","53.554","2911351.428","2792336.422"
"8","11","14","883","106","32","2.8","0.12","822.354","49.215","2541910.704","2435986.451"
"8","11","15","830","97","31","2.7","0.12","626.771","44.387","1994203.068","1907686.274"
"8","11","16","739","82","30","2.5","0.12","393.713","38.682","1253756.553","1193476.723"
"8","11","17","561","59","27","1.9","0.12","157.985","30.707","420571.657","389814.881"
"8","11","18","132","15","24","1.2","0.12","14.269","24.378","31660.506","14684.398"
"8","11","19","0","0","22","1","0.12","0","22","0","0"
"8","11","20","0","0","20","0.8","0.12","0","20","0","0"
"8","11","21","0","0","20","0.6","0.12","0","20","0","0"
"8","11","22","0","0","19","0.6","0.12","0","19","0","0"
"8","11","23","0","0","19","0.6","0.12","0","19","0","0"
"8","12","0","0","0","18","0.7","0.12","0","18","0","0"
"8","12","1","0","0","18","0.7","0.12","0","18","0","0"
"8","12","2","0","0","17","0.8","0.12","0","17","0","0"
"8","12","3","0","0","17","0.8","0.12","0","17","0","0"
"8","12","4","0","0","17","0.7","0.12","0","17","0","0"
"8","12","5","171","16","18","1","0.12","12.315","18.343","27929.946","11086.027"
"8","12","6","599","57","21","1.3","0.12","168.596","25.523","462269.19","430034.904"
"8","12","7","768","78","24","1.4","0.12","408.504","35.299","1323508.257","1260756.847"
"8","12","8","856","92","27","1.5","0.12","643.083","44.446","2045968.617","1957617.564"
"8","12","9","906","101","29","1.7","0.12","841.036","50.779","2582350.69","2474993.488"
"8","12","10","926","112","30","2.4","0.12","980.86","52.037","2973612.716","2852391.545"
"8","12","11","936","117","31","3.2","0.12","1053.185","51.565","3186661.458","3057891.123"
"8","12","12","930","120","31","3.8","0.12","1048.989","49.66","3199561.946","3070334.495"
"8","12","13","921","114","30","4.1","0.12","974.623","46.611","3022882.334","2899915.344"
"8","12","14","891","108","29","4.1","0.12","830.321","43.173","2631351.228","2522257.742"
"8","12","15","840","97","28","3.8","0.12","632.335","39.302","2054638.719","1965980.45"
"8","12","16","750","81","26","3.4","0.12","396.366","33.499","1288856.544","1227332.982"
