"PVWatts Hourly PV Performance Data"
"Requested Location","symlar"
"Location","Lat, Lng: 34.33, -118.46"
"Latitude (DD)","34.33"
"Longitude (DD)","-118.46"
"Elevation (m)","655.79998779297"
"DC System Size (kW)","4000"
"Module Type","Standard"
"Array Type","Fixed (open rack)"
"Array Tilt (deg)","20"
"Array Azimuth (deg)","180"
"System Losses (%)","14.08"
"DC to AC Size Ratio","1.2"
"Inverter Efficiency (%)","96"
"Ground Coverage Ratio","NA"
"Albedo","From weather file"
"Bifacial","No (0)"
"Monthly Irradiance Loss (%)",""
"","Jan","0"
"","Feb","0"
"","Mar","0"
"","Apr","0"
"","May","0"
"","June","0"
"","July","0"
"","Aug","0"
"","Sept","0"
"","Oct","0"
"","Nov","0"
"","Dec","0"

"Month","Day","Hour","Beam Irradiance (W/m2)","Diffuse Irradiance (W/m2)","Ambient Temperature (C)","Wind Speed (m/s)","Albedo","Plane of Array Irradiance (W/m2)","Cell Temperature (C)","DC Array Output (W)","AC System Output (W)"
"11","28","18","0","0","15","0.8","0.13","0","15","0","0"
"11","28","19","0","0","15","0.3","0.13","0","15","0","0"
"11","28","20","0","0","15","0.3","0.13","0","15","0","0"
"11","28","21","0","0","14","0.6","0.13","0","14","0","0"
"11","28","22","0","0","13","0.9","0.13","0","13","0","0"
"11","28","23","0","0","12","1","0.13","0","12","0","0"
"11","29","0","0","0","12","1.1","0.13","0","12","0","0"
"11","29","1","0","0","11","1","0.13","0","11","0","0"
"11","29","2","0","0","11","0.9","0.13","0","11","0","0"
"11","29","3","0","0","11","0.8","0.13","0","11","0","0"
"11","29","4","0","0","11","0.5","0.13","0","11","0","0"
"11","29","5","0","0","10","0.5","0.13","0","10","0","0"
"11","29","6","0","0","10","0.7","0.13","0","10","0","0"
"11","29","7","541","37","12","0.9","0.13","222.303","18.804","701938.855","661212.12"
"11","29","8","342","109","15","1","0.13","306.588","24.41","1059387.204","1005994.653"
"11","29","9","863","72","17","1.8","0.13","666.975","34.02","2247844.692","2152340.367"
"11","29","10","916","76","20","3","0.13","795.318","36.17","2640462.696","2531046.354"
"11","29","11","936","77","21","3.6","0.13","852.165","36.725","2813813.221","2698254.381"
"11","29","12","928","76","21","3.8","0.13","827.793","35.826","2746894.355","2633706.716"
"11","29","13","894","72","20","3.8","0.13","726.567","33.031","2451370.238","2348654.194"
"11","29","14","811","65","19","3.5","0.13","555.31","29.443","1912109.59","1828501.694"
"11","29","15","636","50","17","2.4","0.13","321.141","24.208","1075150.67","1021199.557"
"11","29","16","0","19","14","1.3","0.13","18.075","14.468","42618.409","25254.019"
"11","29","17","0","0","12","1","0.13","0","12","0","0"
"11","29","18","0","0","11","1","0.13","0","11","0","0"
"11","29","19","0","0","10","1.1","0.13","0","10","0","0"
"11","29","20","0","0","10","1.5","0.13","0","10","0","0"
"11","29","21","0","0","11","2.2","0.13","0","11","0","0"
"11","29","22","0","0","11","2.4","0.13","0","11","0","0"
"11","29","23","0","0","11","2.7","0.13","0","11","0","0"
"11","30","0","0","0","12","2.9","0.13","0","12","0","0"
"11","30","1","0","0","12","3","0.13","0","12","0","0"
"11","30","2","0","0","12","3.3","0.13","0","12","0","0"
"11","30","3","0","0","12","3.4","0.13","0","12","0","0"
"11","30","4","0","0","12","3.3","0.13","0","12","0","0"
"11","30","5","0","0","12","3.4","0.13","0","12","0","0"
"11","30","6","0","0","12","3.7","0.13","0","12","0","0"
"11","30","7","0","5","12","4.3","0.13","4.621","12.076","13498.965","0"
"11","30","8","0","70","13","4.9","0.13","65.588","14.008","220532.116","196863.536"
"11","30","9","0","120","14","5","0.13","114.353","15.732","387323.927","357745.25"
"11","30","10","0","64","14","4.9","0.13","59.439","14.91","195486.039","172704.941"
"11","30","11","0","95","15","4.9","0.13","88.521","16.354","293215.367","266971.33"
"11","30","12","0","115","15","5","0.13","108.15","16.634","361047.926","332400.313"
"11","30","13","0","123","15","4.8","0.13","116.757","16.812","392723.583","362953.575"
"11","30","14","0","16","15","4.2","0.13","14.817","15.25","46268.032","28774.321"
"11","30","15","0","48","14","3","0.13","44.675","14.905","146514.545","125468.702"
"11","30","16","208","14","9","1.1","0.12","31.601","9.803","66633.099","48417.773"
"11","30","17","0","0","7","1.1","0.12","0","7","0","0"
"11","30","18","0","0","7","0.9","0.12","0","7","0","0"
"11","30","19","0","0","7","0.7","0.12","0","7","0","0"
"11","30","20","0","0","7","0.5","0.12","0","7","0","0"
"11","30","21","0","0","7","0.4","0.12","0","7","0","0"
"11","30","22","0","0","7","0.3","0.12","0","7","0","0"
"11","30","23","0","0","7","0.1","0.12","0","7","0","0"
"12","1","0","0","0","6","0.1","0.12","0","6","0","0"
"12","1","1","0","0","6","0.1","0.12","0","6","0","0"
"12","1","2","0","0","6","0.2","0.12","0","6","0","0"
"12","1","3","0","0","6","0.5","0.12","0","6","0","0"
"12","1","4","0","0","5","0.6","0.12","0","5","0","0"
"12","1","5","0","0","5","0.6","0.12","0","5","0","0"
"12","1","6","0","0","5","0.7","0.12","0","5","0","0"
"12","1","7","99","49","7","0.9","0.12","86.489","9.669","282007.978","256161.064"
"12","1","8","604","70","9","1.5","0.12","397.833","19.848","1412869.975","1346952.124"
"12","1","9","43","175","11","2.2","0.12","209.053","15.895","725212.828","683661.404"
"12","1","10","547","166","12","2.8","0.12","615.283","24.928","2123105.202","2032020.894"
"12","1","11","632","154","13","3","0.12","700.06","27.208","2391613.425","2291014.802"
"12","1","12","550","174","14","3.2","0.12","641.644","26.598","2196480.623","2102796.331"
"12","1","13","516","160","13","3.1","0.12","557.944","24.15","1935357.166","1850925.517"
"12","1","14","48","146","12","2.5","0.12","178.824","15.962","620443.968","582604.921"
"12","1","15","0","56","11","1.5","0.12","52.983","12.435","176869.479","154748.04"
"12","1","16","0","6","9","1","0.12","5.708","9.159","13070.951","0"
"12","1","17","0","0","7","0.9","0.12","0","7","0","0"
"12","1","18","0","0","7","0.8","0.12","0","7","0","0"
"12","1","19","0","0","7","0.7","0.12","0","7","0","0"
"12","1","20","0","0","8","0.6","0.12","0","8","0","0"
"12","1","21","0","0","8","0.6","0.12","0","8","0","0"
"12","1","22","0","0","8","0.7","0.12","0","8","0","0"
"12","1","23","0","0","8","0.8","0.12","0","8","0","0"
"12","2","0","0","0","8","0.7","0.12","0","8","0","0"
"12","2","1","0","0","7","0.7","0.12","0","7","0","0"
"12","2","2","0","0","7","0.6","0.12","0","7","0","0"
"12","2","3","0","0","7","0.5","0.12","0","7","0","0"
"12","2","4","0","0","7","0.5","0.12","0","7","0","0"
"12","2","5","0","0","7","0.5","0.12","0","7","0","0"
"12","2","6","0","0","7","0.9","0.12","0","7","0","0"
"12","2","7","0","27","8","1.7","0.12","25.021","8.644","80116.387","61423.295"
"12","2","8","0","87","9","2.5","0.12","83.203","10.842","286129.238","260136.291"
"12","2","9","0","82","11","3.4","0.12","76.342","12.448","258157.989","233156.175"
"12","2","10","56","222","12","4.1","0.12","273.045","16.66","945716.856","896352.097"
"12","2","11","86","251","13","4.8","0.12","331.203","18.14","1144319.125","1087917.098"
"12","2","12","406","214","13","5","0.12","561.269","21.516","1951784.283","1866770.556"
"12","2","13","385","184","12","4.9","0.12","481.39","19.407","1693327.385","1617471.813"
"12","2","14","113","153","11","4.4","0.12","232.026","14.814","817910.566","773074.492"
"12","2","15","5","74","10","3.8","0.12","74.635","11.332","253622.3","228781.204"
"12","2","16","84","15","10","3.5","0.11","21.505","10.354","47691.499","30147.35"
"12","2","17","0","0","10","3.4","0.11","0","10","0","0"
"12","2","18","0","0","10","3.2","0.11","0","10","0","0"
"12","2","19","0","0","10","3.2","0.11","0","10","0","0"
"12","2","20","0","0","10","3.1","0.11","0","10","0","0"
"12","2","21","0","0","10","2.9","0.11","0","10","0","0"
"12","2","22","0","0","10","2.5","0.11","0","10","0","0"
"12","2","23","0","0","10","1.9","0.11","0","10","0","0"
"12","3","0","0","0","10","1.3","0.11","0","10","0","0"
"12","3","1","0","0","9","1.1","0.11","0","9","0","0"
"12","3","2","0","0","9","1.1","0.11","0","9","0","0"
"12","3","3","0","0","8","1.2","0.11","0","8","0","0"
"12","3","4","0","0","7","1.6","0.11","0","7","0","0"
"12","3","5","0","0","7","1.8","0.11","0","7","0","0"
"12","3","6","0","0","7","1.8","0.11","0","7","0","0"
"12","3","7","471","37","7","1.9","0.11","198.394","11.804","634922.295","596570.224"
"12","3","8","726","61","8","2.1","0.11","444.034","18.667","1587122.719","1515030.401"
"12","3","9","850","68","9","2.2","0.11","646.303","24.213","2263598.638","2167536.088"
"12","3","10","918","68","10","2.3","0.11","780.361","27.99","2677186.493","2566468.881"
"12","3","11","941","68","11","2.3","0.11","839.598","30.341","2845157.921","2728488.413"
"12","3","12","935","68","12","2.4","0.11","819.473","30.529","2778443.65","2664138.094"
"12","3","13","900","65","12","2.6","0.11","719.993","27.713","2481330.8","2377553.134"
"12","3","14","823","59","11","2.7","0.11","554.614","22.911","1958992.454","1873723.312"
"12","3","15","656","45","10","2.2","0.11","324.625","17.569","1114701.404","1059348.851"
"12","3","16","0","19","7","1.5","0.11","18.075","7.447","44039.833","26625.076"
"12","3","17","0","0","6","1.5","0.11","0","6","0","0"
"12","3","18","0","0","5","1.7","0.11","0","5","0","0"
"12","3","19","0","0","5","1.9","0.11","0","5","0","0"
"12","3","20","0","0","5","2.3","0.11","0","5","0","0"
"12","3","21","0","0","5","3","0.11","0","5","0","0"
"12","3","22","0","0","4","3.3","0.11","0","4","0","0"
"12","3","23","0","0","4","3.3","0.11","0","4","0","0"
"12","4","0","0","0","4","3.4","0.11","0","4","0","0"
"12","4","1","0","0","4","3.9","0.11","0","4","0","0"
"12","4","2","0","0","4","4.4","0.11","0","4","0","0"
"12","4","3","0","0","4","4.5","0.11","0","4","0","0"
"12","4","4","0","0","3","4.6","0.11","0","3","0","0"
"12","4","5","0","0","3","4.7","0.11","0","3","0","0"
"12","4","6","0","0","3","4.8","0.11","0","3","0","0"
"12","4","7","503","35","4","5.1","0.11","205.055","6.984","665359.326","625928.749"
"12","4","8","772","56","6","5.5","0.11","459.943","12.599","1681534.598","1606096.892"
"12","4","9","885","66","8","5.7","0.11","660.813","17.256","2375822.76","2275783.663"
"12","4","10","939","70","10","5.6","0.11","796.982","21.275","2803507.019","2688313.369"
"12","4","11","960","72","11","5.5","0.11","858.225","23.276","2985962.146","2864303.385"
"12","4","12","954","72","12","5.5","0.11","838.204","23.992","2912253.79","2793206.809"
"12","4","13","919","68","11","5.4","0.11","736.565","21.678","2596220.748","2488372.075"
"12","4","14","842","61","10","5.2","0.11","567.908","18.452","2039771.748","1951640.275"
"12","4","15","680","46","8","4.5","0.11","335.635","13.407","1171498.604","1114133.501"
"12","4","16","0","20","6","3.4","0.11","19.026","6.329","46700.91","29191.861"
"12","4","17","0","0","4","2.8","0.11","0","4","0","0"
"12","4","18","0","0","3","3","0.11","0","3","0","0"
"12","4","19","0","0","3","3.2","0.11","0","3","0","0"
"12","4","20","0","0","2","3","0.11","0","2","0","0"
"12","4","21","0","0","2","2.8","0.11","0","2","0","0"
"12","4","22","0","0","2","2.5","0.11","0","2","0","0"
"12","4","23","0","0","1","2.3","0.11","0","1","0","0"
"12","5","0","0","0","1","2.2","0.11","0","1","0","0"
"12","5","1","0","0","1","2.1","0.11","0","1","0","0"
"12","5","2","0","0","0","1.9","0.11","0","0","0","0"
"12","5","3","0","0","0","1.8","0.11","0","0","0","0"
"12","5","4","0","0","0","1.7","0.11","0","0","0","0"
"12","5","5","0","0","0","1.7","0.11","0","0","0","0"
"12","5","6","0","0","1","1.6","0.11","0","1","0","0"
"12","5","7","523","32","3","2.3","0.11","204.334","7.554","657304.134","618158.985"
"12","5","8","752","55","6","3","0.11","447.174","15.114","1618442.596","1545240.489"
"12","5","9","845","68","9","3.1","0.11","639.593","21.814","2260928.173","2164960.248"
"12","5","10","890","76","12","3.4","0.11","765.438","26.585","2640226.168","2530818.207"
"12","5","11","910","78","13","3.8","0.11","823.984","27.757","2819976.136","2704198.92"
"12","5","12","903","77","14","4.1","0.11","803.212","27.776","2752029.304","2638659.714"
"12","5","13","371","185","14","4.1","0.11","472.242","22.092","1644178.88","1570064.835"
"12","5","14","189","150","13","3.9","0.11","272.774","17.815","958074.021","908271.399"
"12","5","15","162","79","11","2.8","0.11","158.144","14.308","542330.683","507259.5"
"12","5","16","0","11","8","1.8","0.11","10.464","8.242","24775.908","8043.749"
"12","5","17","0","0","6","1.9","0.11","0","6","0","0"
"12","5","18","0","0","5","2.4","0.11","0","5","0","0"
"12","5","19","0","0","5","2.9","0.11","0","5","0","0"
"12","5","20","0","0","5","3.3","0.11","0","5","0","0"
"12","5","21","0","0","4","3.5","0.11","0","4","0","0"
"12","5","22","0","0","4","3.4","0.11","0","4","0","0"
"12","5","23","0","0","4","3.1","0.11","0","4","0","0"
"12","6","0","0","0","4","3","0.11","0","4","0","0"
"12","6","1","0","0","4","3.3","0.11","0","4","0","0"
"12","6","2","0","0","4","3.6","0.11","0","4","0","0"
"12","6","3","0","0","4","3.8","0.11","0","4","0","0"
"12","6","4","0","0","4","4.1","0.11","0","4","0","0"
"12","6","5","0","0","4","4.3","0.11","0","4","0","0"
"12","6","6","0","0","5","4.5","0.11","0","5","0","0"
"12","6","7","484","33","6","4.8","0.11","192.199","8.898","612655.053","575091.999"
"12","6","8","752","54","9","5.1","0.11","444.413","15.691","1604077.351","1531384.263"
"12","6","9","866","63","12","5.2","0.11","641.435","21.537","2271119.704","2174790.653"
"12","6","10","915","70","15","5","0.11","775.743","26.804","2674513.247","2563890.359"
"12","6","11","935","72","16","4.6","0.11","835.751","29.382","2843409.666","2726802.107"
"12","6","12","931","72","17","4.1","0.11","818.538","31.04","2770413.556","2656392.538"
"12","6","13","899","69","18","3.7","0.11","722.858","31.163","2458775.083","2355796.655"
"12","6","14","828","60","17","3.4","0.11","558.805","27.677","1938737.14","1854185.725"
"12","6","15","669","45","14","2.7","0.11","330.87","21.032","1122180.86","1066563.28"
"12","6","16","207","13","11","2.7","0.11","30.085","11.548","62971.342","44885.767"
"12","6","17","0","0","9","3.7","0.11","0","9","0","0"
"12","6","18","0","0","8","4.5","0.11","0","8","0","0"
"12","6","19","0","0","8","4.7","0.11","0","8","0","0"
"12","6","20","0","0","8","4.7","0.11","0","8","0","0"
"12","6","21","0","0","7","4.9","0.11","0","7","0","0"
"12","6","22","0","0","7","5","0.11","0","7","0","0"
"12","6","23","0","0","7","5.1","0.11","0","7","0","0"
"12","7","0","0","0","7","5.3","0.11","0","7","0","0"
"12","7","1","0","0","7","5.1","0.11","0","7","0","0"
"12","7","2","0","0","7","4.6","0.11","0","7","0","0"
"12","7","3","0","0","8","3.9","0.11","0","8","0","0"
"12","7","4","0","0","8","3.4","0.11","0","8","0","0"
"12","7","5","0","0","8","3.2","0.11","0","8","0","0"
"12","7","6","0","0","9","3.4","0.11","0","9","0","0"
"12","7","7","537","31","11","4.7","0.11","204.949","14.124","637395.496","598955.789"
"12","7","8","793","51","14","6.5","0.11","459.625","19.893","1633622.354","1559882.369"
"12","7","9","897","61","16","7.5","0.11","657.472","23.623","2310753.161","2213019.739"
"12","7","10","943","68","17","7.6","0.11","792.946","26.091","2741535.841","2628538.076"
"12","7","11","959","72","18","7.3","0.11","853.756","28.066","2919035.245","2799747.97"
"12","7","12","950","73","19","6.9","0.11","833.884","29.234","2841691.424","2725144.748"
"12","7","13","921","68","19","6.4","0.11","737.018","28.542","2532477.512","2426887.515"
"12","7","14","845","61","18","5.6","0.11","569.978","26.085","1989924.785","1903559.588"
"12","7","15","681","46","16","4.2","0.11","337.212","21.662","1141705.029","1085395.63"
"12","7","16","217","13","13","3.3","0.11","31.025","13.51","64300.247","46167.583"
"12","7","17","0","0","11","3.1","0.11","0","11","0","0"
"12","7","18","0","0","11","3.1","0.11","0","11","0","0"
"12","7","19","0","0","11","3.4","0.11","0","11","0","0"
"12","7","20","0","0","11","4","0.11","0","11","0","0"
"12","7","21","0","0","11","4.1","0.11","0","11","0","0"
"12","7","22","0","0","10","4","0.11","0","10","0","0"
"12","7","23","0","0","10","3.9","0.11","0","10","0","0"
"12","8","0","0","0","10","3.9","0.11","0","10","0","0"
"12","8","1","0","0","10","4.2","0.11","0","10","0","0"
"12","8","2","0","0","10","4.7","0.11","0","10","0","0"
"12","8","3","0","0","9","5","0.11","0","9","0","0"
"12","8","4","0","0","9","5.1","0.11","0","9","0","0"
"12","8","5","0","0","8","5.2","0.11","0","8","0","0"
"12","8","6","0","0","8","5.4","0.11","0","8","0","0"
"12","8","7","530","32","10","5.7","0.11","200.43","12.699","624227.886","586254.76"
"12","8","8","799","53","12","6","0.11","463.16","18.27","1655247.3","1580741.057"
"12","8","9","822","61","15","5.7","0.11","607.389","23.509","2135056.082","2043548.306"
"12","8","10","466","182","17","5.1","0.11","565.794","25.487","1946601.76","1861771.669"
"12","8","11","966","75","18","4.2","0.11","861.764","32.572","2895966.995","2777497.12"
"12","8","12","957","75","19","3.6","0.11","841.063","34.53","2808214.971","2692854.499"
"12","8","13","926","70","19","3.3","0.11","742.737","33.392","2504883.355","2400271.129"
"12","8","14","857","60","18","3","0.11","576.026","29.747","1983385.294","1897251.817"
"12","8","15","703","45","15","2.1","0.11","345.573","23.219","1163884.981","1106789.658"
"12","8","16","233","13","11","1.6","0.11","32.59","11.735","67973.143","49710.334"
"12","8","17","0","0","9","1.8","0.11","0","9","0","0"
"12","8","18","0","0","8","2","0.11","0","8","0","0"
"12","8","19","0","0","8","2.1","0.11","0","8","0","0"
"12","8","20","0","0","7","2.1","0.11","0","7","0","0"
"12","8","21","0","0","7","1.9","0.11","0","7","0","0"
"12","8","22","0","0","7","1.6","0.11","0","7","0","0"
"12","8","23","0","0","7","1.5","0.11","0","7","0","0"
"12","9","0","0","0","7","1.4","0.11","0","7","0","0"
"12","9","1","0","0","8","1.1","0.11","0","8","0","0"
"12","9","2","0","0","9","0.9","0.11","0","9","0","0"
"12","9","3","0","0","9","0.6","0.11","0","9","0","0"
"12","9","4","0","0","8","0.8","0.11","0","8","0","0"
"12","9","5","0","0","7","1.3","0.11","0","7","0","0"
"12","9","6","0","0","6","1.7","0.11","0","6","0","0"
"12","9","7","487","32","7","2.9","0.11","184.826","10.679","577221.377","540913.879"
"12","9","8","752","55","8","4.2","0.11","440.742","15.469","1589120.61","1516957.499"
"12","9","9","867","66","9","4.6","0.11","644.995","19.354","2302596.446","2205152.048"
"12","9","10","925","71","10","4.6","0.11","780.169","22.503","2734328.438","2621586.059"
"12","9","11","950","72","11","4.9","0.11","844.486","24.006","2932550.649","2812784.47"
"12","9","12","367","219","11","4.9","0.11","534.71","19.216","1874496.787","1792221.663"
